N,P,K,temperature,humidity,ph,rainfall,label
33.8,53.02,48.87,36.07,90.79,6.93,189.23,papaya
66.68,56.7,47.75,25.98,90.02,6.77,151.79,papaya
45.67,59.73,47.76,26.68,93.87,6.97,151.05,papaya
36.22,69.0,45.38,43.53,90.02,6.94,173.81,papaya
67.54,52.92,51.54,24.68,91.21,6.89,198.16,papaya
67.12,55.72,53.7,32.43,94.9,6.98,176.21,papaya
65.44,66.19,47.11,36.11,90.36,6.92,159.2,papaya
32.83,55.01,50.77,40.95,94.87,6.72,146.65,papaya
59.96,59.13,49.48,29.49,92.51,6.67,223.27,papaya
51.76,66.92,50.44,28.0,94.26,6.78,162.75,papaya
54.94,53.94,53.44,32.52,93.63,6.55,183.56,papaya
69.33,65.21,46.6,28.83,91.65,6.83,223.27,papaya
59.98,57.75,53.11,32.18,90.62,6.78,244.75,papaya
61.72,59.47,51.47,42.54,92.14,6.67,247.5,papaya
64.54,53.08,49.64,31.72,90.75,6.98,184.47,papaya
65.01,49.73,50.48,23.5,93.82,6.79,208.81,papaya
32.07,50.28,45.74,29.07,93.14,6.78,207.34,papaya
51.97,51.83,47.45,25.88,94.25,6.81,160.52,papaya
37.09,66.83,52.43,36.85,92.03,6.63,247.74,papaya
61.89,52.54,53.48,38.94,91.49,6.71,160.45,papaya
34.44,63.07,47.68,40.22,94.98,6.54,192.03,papaya
62.08,64.72,52.6,30.33,92.27,6.8,247.13,papaya
43.1,68.08,47.69,43.77,93.35,6.73,207.47,papaya
40.9,51.85,46.14,25.4,91.74,6.88,206.88,papaya
34.1,66.31,51.01,43.18,93.35,6.59,192.12,papaya
55.94,45.71,45.15,25.72,91.26,6.71,193.62,papaya
35.52,61.83,50.96,29.18,90.07,6.54,183.09,papaya
36.16,54.42,51.28,34.49,91.16,6.67,207.54,papaya
64.43,63.83,50.53,30.61,91.83,6.94,144.32,papaya
69.52,61.61,51.81,23.8,93.03,6.74,151.64,papaya
41.12,67.26,50.5,31.68,90.36,6.86,217.31,papaya
54.56,57.76,49.34,35.46,91.17,6.97,204.77,papaya
42.45,56.24,53.06,26.39,91.46,6.84,174.7,papaya
61.7,48.26,52.63,24.44,90.06,6.95,203.95,papaya
44.07,50.81,51.17,33.69,94.96,6.99,209.85,papaya
47.71,57.28,51.82,25.13,91.64,6.54,148.07,papaya
37.83,57.13,52.85,33.2,91.68,6.54,200.53,papaya
40.85,60.37,54.77,25.34,91.06,6.74,246.55,papaya
60.87,67.46,48.34,43.83,90.51,6.53,234.12,papaya
67.09,47.26,46.13,23.7,90.52,6.6,246.71,papaya
56.71,64.46,52.76,34.24,93.99,6.8,174.6,papaya
52.44,58.34,53.23,43.62,92.06,6.88,150.97,papaya
61.07,54.29,45.39,30.63,93.05,6.56,241.64,papaya
33.11,68.25,52.07,29.92,91.95,6.87,206.16,papaya
56.87,54.73,49.88,43.79,91.07,6.71,172.1,papaya
60.6,64.1,47.92,24.71,90.06,6.71,185.14,papaya
69.54,56.75,47.56,41.72,92.46,6.8,150.52,papaya
45.32,68.61,50.9,30.23,93.13,6.96,170.14,papaya
50.2,68.97,46.72,38.11,93.07,6.84,178.63,papaya
42.56,62.11,47.16,31.81,90.94,6.5,246.71,papaya
47.27,69.23,46.4,35.33,91.0,6.9,226.21,papaya
34.5,67.8,46.95,35.87,94.93,6.94,245.22,papaya
43.7,47.64,46.88,33.51,93.97,6.58,212.57,papaya
42.94,53.53,51.62,32.81,94.06,6.58,226.89,papaya
32.57,49.85,51.56,40.95,91.26,6.66,199.08,papaya
38.46,65.28,52.74,26.05,92.32,6.89,177.11,papaya
55.32,46.26,51.09,26.21,94.15,6.68,170.97,papaya
63.64,46.25,48.97,30.77,91.42,6.96,222.6,papaya
32.56,62.87,50.27,41.92,91.56,6.79,195.08,papaya
49.58,56.4,47.06,38.87,92.26,6.98,168.69,papaya
57.31,68.52,51.63,41.3,94.14,6.68,206.01,papaya
36.25,58.39,47.3,38.62,92.64,6.71,169.57,papaya
69.95,46.79,45.44,27.56,94.86,6.99,212.04,papaya
65.2,50.35,54.72,26.0,90.51,6.56,203.04,papaya
61.24,54.17,54.78,32.12,90.75,6.73,214.69,papaya
63.29,56.47,50.94,28.61,93.23,6.99,145.4,papaya
65.46,59.06,47.52,43.05,92.42,6.67,159.96,papaya
39.78,65.82,51.14,42.18,91.16,6.56,140.67,papaya
50.31,69.96,51.95,29.48,94.38,6.89,141.7,papaya
62.67,52.51,46.5,27.75,92.34,6.71,171.78,papaya
36.89,64.06,54.9,39.33,91.48,6.62,163.94,papaya
35.47,58.78,51.05,37.82,93.4,6.65,176.33,papaya
57.26,53.74,47.13,30.86,91.36,6.54,231.32,papaya
64.12,50.49,45.65,38.52,91.06,6.7,147.05,papaya
39.05,64.82,53.04,27.35,91.68,6.57,148.16,papaya
69.69,61.39,50.42,39.08,94.2,6.9,141.82,papaya
37.47,61.37,48.76,43.63,93.33,6.98,162.16,papaya
64.56,53.03,54.9,26.31,92.58,6.9,187.59,papaya
48.72,69.66,49.25,35.69,90.27,6.92,211.3,papaya
46.16,45.4,50.92,23.27,90.01,6.81,160.79,papaya
37.68,61.33,45.54,29.58,90.75,6.79,212.79,papaya
58.85,51.38,45.89,24.65,92.13,6.97,163.95,papaya
40.27,47.52,51.06,37.28,93.21,6.93,193.51,papaya
35.38,52.24,51.62,35.88,92.66,6.84,210.11,papaya
65.25,59.65,52.79,28.22,93.39,6.95,182.43,papaya
61.16,63.12,45.6,35.21,90.65,6.98,229.25,papaya
34.39,48.04,50.94,30.24,90.17,6.77,182.66,papaya
34.04,65.05,54.15,38.89,94.11,6.61,168.99,papaya
38.34,64.13,54.48,38.05,94.41,6.82,182.64,papaya
47.03,46.88,45.31,37.6,92.19,6.78,201.34,papaya
18.32,16.9,29.71,26.94,98.21,5.95,190.36,coconut
36.87,26.66,33.9,26.35,90.35,5.76,157.87,coconut
37.28,21.23,25.82,25.68,91.56,6.13,203.54,coconut
35.79,28.52,27.02,26.55,92.4,5.86,221.47,coconut
27.25,23.45,29.9,25.14,90.64,6.04,201.88,coconut
16.46,23.05,33.11,27.06,97.46,5.9,197.84,coconut
32.92,29.8,28.45,27.06,91.66,5.7,199.34,coconut
37.51,14.87,26.8,26.43,94.55,5.79,153.36,coconut
32.08,5.2,30.39,28.97,92.66,6.1,196.89,coconut
29.65,16.15,28.47,29.18,97.58,5.82,140.3,coconut
12.15,7.36,30.83,25.26,93.37,6.25,159.43,coconut
32.9,23.64,27.46,28.64,97.48,5.9,151.04,coconut
25.64,28.03,31.4,25.86,96.83,5.93,189.15,coconut
32.02,17.87,33.14,28.61,96.15,5.65,213.59,coconut
38.08,8.42,29.88,26.29,97.55,6.22,144.09,coconut
36.31,9.52,32.97,27.28,93.28,5.66,146.76,coconut
29.86,18.76,26.22,25.56,90.72,6.24,201.19,coconut
11.75,19.01,25.85,29.52,99.07,6.2,222.62,coconut
34.34,25.71,30.7,26.53,92.18,5.83,192.85,coconut
15.18,11.47,29.68,26.17,95.89,6.42,204.81,coconut
29.99,19.57,29.88,25.93,98.95,5.75,139.13,coconut
32.5,9.39,28.72,25.14,91.37,5.67,135.44,coconut
29.7,25.93,28.73,29.37,92.13,5.83,145.07,coconut
28.62,15.5,31.13,28.81,95.46,6.13,223.53,coconut
18.97,13.98,32.18,28.06,91.79,5.88,176.78,coconut
22.58,9.46,34.24,28.81,94.81,6.18,219.73,coconut
14.09,11.26,30.43,29.0,90.36,6.48,175.49,coconut
20.78,12.32,26.74,28.96,99.55,5.91,225.24,coconut
34.71,17.03,31.74,27.17,95.59,5.56,199.63,coconut
11.58,25.43,33.25,26.19,93.24,5.98,189.67,coconut
18.62,19.81,27.98,25.28,90.03,5.6,209.23,coconut
38.84,15.67,30.13,25.73,95.51,5.64,191.12,coconut
38.0,9.89,32.65,25.12,93.75,5.61,165.25,coconut
15.21,14.33,29.18,26.5,96.57,6.42,170.06,coconut
15.77,11.77,33.54,27.86,94.55,5.65,174.97,coconut
18.35,28.58,33.84,25.42,95.17,5.73,171.08,coconut
36.31,18.19,28.34,26.04,98.0,6.12,176.81,coconut
16.52,13.36,34.6,27.6,94.01,6.02,207.9,coconut
20.2,9.47,30.85,28.33,97.13,6.38,167.12,coconut
12.26,28.96,29.35,28.12,96.66,6.05,150.53,coconut
32.65,25.09,30.53,27.44,91.14,5.58,163.96,coconut
19.33,28.84,32.84,28.3,95.18,5.67,227.85,coconut
21.25,7.67,29.94,29.37,98.87,5.51,218.63,coconut
18.14,5.97,33.48,29.32,95.96,6.07,211.31,coconut
33.59,27.25,30.53,29.84,99.96,5.62,214.95,coconut
24.99,14.69,31.13,25.28,95.06,6.37,151.35,coconut
22.79,28.49,29.29,26.79,94.41,6.02,193.2,coconut
34.02,16.3,33.17,27.67,93.38,6.16,201.77,coconut
26.74,6.42,26.7,26.43,92.83,6.17,131.83,coconut
32.67,11.63,28.1,27.64,92.16,6.38,138.54,coconut
23.33,26.24,31.16,26.46,94.21,6.21,227.33,coconut
36.79,13.56,34.98,25.02,90.28,6.32,149.95,coconut
11.82,10.93,29.26,28.65,96.24,5.74,180.33,coconut
37.79,25.38,28.23,29.91,97.09,5.56,133.52,coconut
15.05,23.2,26.84,27.56,90.93,6.42,164.4,coconut
37.24,28.62,25.06,27.32,90.25,6.41,181.84,coconut
12.25,7.76,28.84,29.7,96.93,6.37,166.65,coconut
11.3,29.36,25.17,29.74,93.69,5.51,198.92,coconut
39.42,29.14,26.61,25.91,95.66,6.14,203.94,coconut
15.43,28.98,31.39,29.24,95.4,5.91,227.72,coconut
27.46,26.67,34.53,28.38,95.49,5.5,134.0,coconut
16.03,9.65,27.55,26.52,93.6,5.92,139.89,coconut
11.27,21.85,30.37,27.22,96.34,6.33,172.77,coconut
29.23,28.84,33.4,27.13,96.45,5.68,186.05,coconut
39.44,17.96,34.28,27.04,99.99,6.08,134.23,coconut
27.6,11.86,25.32,29.1,92.76,6.3,158.82,coconut
15.83,29.35,28.62,28.01,96.1,6.06,221.47,coconut
30.23,15.09,33.62,25.91,95.44,6.45,192.54,coconut
34.51,21.34,33.39,29.72,92.73,5.67,178.4,coconut
31.06,10.68,25.04,26.71,99.69,6.19,170.13,coconut
15.78,13.9,26.7,25.53,99.07,6.5,146.41,coconut
11.64,13.24,29.62,26.02,93.01,5.7,207.43,coconut
31.38,20.87,28.87,29.55,99.7,5.67,152.3,coconut
25.77,7.28,29.36,27.91,95.22,5.83,184.24,coconut
38.76,10.15,31.55,25.22,90.66,6.05,140.49,coconut
10.67,9.29,30.65,28.52,92.02,6.17,148.25,coconut
28.4,15.3,31.54,29.98,99.38,5.5,218.54,coconut
11.99,28.83,27.82,26.91,90.92,5.61,202.67,coconut
38.33,20.27,32.16,28.81,92.63,5.55,130.19,coconut
20.52,11.04,25.62,25.9,91.24,6.41,144.03,coconut
26.13,19.83,30.43,25.5,93.19,5.55,169.57,coconut
15.66,19.04,31.93,27.66,94.34,5.89,214.17,coconut
16.58,23.36,32.57,27.1,92.97,5.97,139.32,coconut
11.38,7.79,26.87,27.52,98.49,5.74,223.52,coconut
38.65,28.97,33.38,26.82,90.73,6.07,185.87,coconut
35.5,29.9,30.08,26.73,91.86,5.5,180.91,coconut
26.67,25.62,30.05,29.58,96.28,6.34,144.83,coconut
35.66,21.88,26.7,25.95,99.27,5.53,176.25,coconut
19.4,21.63,33.4,26.8,94.27,6.48,208.39,coconut
36.92,15.97,27.34,27.06,97.16,5.61,157.05,coconut
11.4,15.81,33.27,25.12,96.75,6.43,153.69,coconut
30.81,29.38,34.62,26.17,91.0,5.65,200.2,coconut
31.77,21.86,28.36,25.85,95.81,5.98,202.88,coconut
23.24,13.47,27.93,26.06,92.66,5.59,164.69,coconut
11.1,9.66,32.47,26.63,96.68,6.22,188.12,coconut
38.76,5.54,32.39,29.79,98.62,5.67,162.68,coconut
15.17,20.03,32.12,26.59,95.4,6.19,172.13,coconut
35.62,24.29,25.65,28.11,92.35,6.06,225.69,coconut
36.37,15.11,27.92,26.17,95.33,5.61,184.93,coconut
10.04,13.1,27.2,29.86,97.27,5.85,139.28,coconut
120.67,40.34,20.36,25.34,81.16,7.27,81.64,cotton
137.09,58.3,20.13,23.22,79.6,6.37,85.45,cotton
120.0,37.58,16.98,23.92,83.88,7.13,87.26,cotton
113.56,49.29,19.47,24.64,75.51,6.99,71.84,cotton
113.05,59.02,16.83,23.24,80.1,7.73,76.67,cotton
129.75,56.41,18.1,23.57,78.57,7.67,61.77,cotton
112.34,51.99,20.65,23.75,80.4,6.4,77.23,cotton
120.07,57.53,17.61,25.47,81.44,6.04,88.99,cotton
101.42,59.93,23.73,23.19,77.57,6.76,74.25,cotton
114.89,42.96,21.21,22.66,83.46,7.62,79.06,cotton
134.11,41.18,15.18,24.48,79.58,7.13,95.97,cotton
138.8,50.86,22.64,22.34,76.61,7.47,77.25,cotton
117.84,42.72,21.07,22.74,81.27,6.35,62.55,cotton
113.21,40.78,23.89,22.22,76.77,7.1,79.24,cotton
101.83,35.18,24.88,24.64,78.65,6.94,70.66,cotton
113.79,51.23,23.83,22.74,83.4,6.24,68.6,cotton
101.49,38.52,24.17,23.84,75.78,7.92,95.16,cotton
130.19,58.34,17.2,25.35,81.9,7.74,91.88,cotton
113.86,54.36,17.62,23.31,76.08,7.87,71.64,cotton
120.82,44.78,24.6,23.34,82.79,7.71,77.42,cotton
115.13,53.69,24.13,25.02,77.27,7.78,75.5,cotton
123.05,55.79,16.88,25.14,80.96,7.79,66.88,cotton
116.83,55.82,15.19,22.45,84.91,6.56,99.02,cotton
107.3,44.03,22.53,24.63,80.81,7.06,93.74,cotton
109.4,46.06,16.55,24.38,77.51,6.67,78.85,cotton
101.07,37.3,21.86,23.72,83.65,7.39,60.32,cotton
124.67,37.34,22.81,25.97,80.31,7.37,69.49,cotton
117.5,56.4,16.67,23.06,79.45,7.42,75.04,cotton
137.11,37.36,18.71,24.84,77.26,7.31,66.57,cotton
102.24,38.03,24.3,24.21,82.96,6.67,83.71,cotton
119.8,58.64,22.48,24.92,75.46,7.1,78.68,cotton
137.11,41.43,17.7,23.65,77.43,6.26,94.3,cotton
122.33,56.53,23.31,23.13,80.48,6.17,96.61,cotton
116.17,44.84,18.03,23.84,77.52,6.75,92.0,cotton
133.37,42.6,19.69,25.5,75.53,7.78,68.77,cotton
127.14,49.56,20.53,25.44,76.02,6.69,81.53,cotton
132.45,40.41,23.03,23.6,76.89,7.52,63.64,cotton
120.59,36.6,18.56,24.4,80.56,6.81,77.16,cotton
109.07,46.4,24.53,25.4,76.45,6.06,97.34,cotton
121.07,48.45,22.81,23.26,79.82,7.94,86.89,cotton
106.15,38.33,17.04,25.07,77.95,6.04,97.77,cotton
106.79,35.24,17.37,22.94,79.22,7.84,95.17,cotton
118.28,45.27,20.55,22.97,75.52,7.88,67.47,cotton
107.94,46.81,19.92,22.07,76.48,6.76,87.35,cotton
109.14,45.58,20.57,25.55,78.26,6.27,79.57,cotton
129.87,37.75,19.25,22.07,75.34,6.97,71.93,cotton
133.8,50.05,19.54,23.63,79.97,6.08,95.71,cotton
139.93,39.54,16.2,22.57,81.61,7.32,93.92,cotton
130.07,46.24,21.13,24.75,80.13,6.95,85.8,cotton
122.3,51.1,21.13,24.88,81.43,7.04,87.27,cotton
117.98,41.04,15.01,24.24,80.91,7.94,74.46,cotton
115.77,40.04,15.71,25.09,77.5,7.22,87.51,cotton
118.85,56.91,19.44,23.14,83.96,7.72,66.56,cotton
101.04,37.25,17.87,25.89,80.59,6.75,95.55,cotton
118.13,42.88,24.41,25.4,83.44,7.02,91.58,cotton
107.17,49.33,24.84,23.16,82.94,6.98,61.59,cotton
130.52,39.21,21.31,22.34,84.47,6.58,69.06,cotton
105.17,58.65,22.12,24.97,79.99,6.95,64.4,cotton
122.39,41.17,24.77,25.19,79.13,6.3,91.41,cotton
104.88,39.73,17.12,24.23,82.87,6.63,63.39,cotton
118.58,53.7,17.22,22.88,84.47,7.91,99.62,cotton
132.31,39.7,17.12,23.36,78.18,7.91,91.56,cotton
128.96,39.65,24.1,25.31,76.64,7.74,70.89,cotton
103.23,51.42,21.54,22.38,78.19,7.99,87.14,cotton
129.2,40.32,15.79,23.11,77.49,6.47,67.71,cotton
122.99,43.2,23.2,22.74,79.65,6.03,79.27,cotton
102.23,59.44,22.91,23.96,75.87,7.18,90.35,cotton
107.63,49.21,23.14,25.07,83.03,7.76,97.51,cotton
116.22,49.22,22.91,24.79,84.96,6.03,74.21,cotton
111.24,41.56,17.23,24.84,75.85,7.48,87.74,cotton
110.03,41.32,21.29,25.05,83.76,7.7,98.6,cotton
123.26,57.72,23.09,25.58,75.12,7.93,78.94,cotton
131.93,38.18,18.96,23.09,77.92,6.25,92.23,cotton
100.37,42.81,16.74,24.36,77.54,6.52,79.53,cotton
126.11,38.03,16.76,22.99,84.74,6.79,83.96,cotton
109.66,47.26,15.74,22.14,79.69,6.8,65.48,cotton
127.5,59.82,18.96,24.5,84.63,7.66,78.54,cotton
129.5,38.2,20.12,23.12,76.61,6.85,65.24,cotton
127.96,46.41,20.31,22.59,76.4,7.17,99.4,cotton
103.85,42.14,23.69,22.29,83.76,7.05,76.33,cotton
112.39,42.43,18.06,25.54,82.24,7.34,91.95,cotton
110.28,50.45,19.6,25.13,78.09,7.29,95.29,cotton
116.09,36.67,20.16,23.38,81.72,7.9,79.42,cotton
118.65,51.36,16.03,23.01,84.19,7.34,60.54,cotton
108.19,52.07,22.64,25.36,77.92,7.86,82.12,cotton
127.86,49.92,16.23,25.85,76.23,6.51,92.55,cotton
124.74,55.95,20.16,23.51,84.22,6.07,94.25,cotton
109.23,56.22,16.39,24.32,83.88,6.95,89.86,cotton
132.19,53.41,24.25,23.79,76.73,6.1,69.86,cotton
105.73,48.95,16.85,22.16,75.36,7.66,83.66,cotton
114.32,57.36,15.7,25.92,81.16,6.37,87.16,cotton
130.54,45.73,23.62,22.6,77.79,6.19,68.44,cotton
109.55,57.94,15.78,23.71,80.32,7.8,99.91,cotton
130.14,59.27,22.87,25.85,82.07,6.16,76.08,cotton
125.86,43.77,17.73,24.31,84.34,6.07,90.77,cotton
128.91,59.1,24.31,25.05,80.2,6.41,81.81,cotton
130.61,57.39,22.9,22.78,81.0,6.66,60.37,cotton
108.01,37.83,23.43,23.03,77.85,7.92,75.16,cotton
100.38,42.1,16.19,22.41,75.77,7.19,67.57,cotton
114.45,56.55,19.24,25.66,79.98,6.8,90.02,cotton
62.2,37.24,41.52,24.46,77.11,7.37,160.53,jute
77.89,47.52,44.82,25.49,78.21,6.38,175.9,jute
67.96,40.22,44.44,23.06,78.69,6.22,177.78,jute
68.28,43.77,37.17,24.76,73.13,6.99,145.63,jute
61.93,37.49,39.19,25.44,77.99,6.37,167.97,jute
83.05,42.22,39.09,24.57,71.21,6.04,151.11,jute
78.81,36.84,36.9,24.01,70.7,6.29,181.45,jute
60.58,51.34,38.84,25.02,75.3,6.34,178.89,jute
74.76,55.56,39.06,25.95,76.93,7.45,165.57,jute
74.21,53.89,43.8,25.89,72.92,7.2,153.43,jute
76.37,39.5,38.47,25.79,71.31,6.95,168.72,jute
63.62,43.15,40.63,23.56,77.21,7.46,153.59,jute
65.61,46.37,42.48,23.84,70.18,6.81,183.26,jute
71.74,45.5,44.69,25.08,76.47,6.84,183.98,jute
80.67,57.38,41.99,25.21,72.61,6.46,176.32,jute
68.9,49.07,37.49,25.45,70.99,7.24,169.11,jute
65.61,48.55,37.82,23.97,73.16,6.09,184.44,jute
60.95,51.56,38.71,24.94,73.21,7.01,174.17,jute
80.72,37.85,41.57,23.84,70.26,6.62,162.34,jute
74.02,52.62,38.09,23.95,70.54,7.03,167.71,jute
70.48,52.63,40.37,24.41,74.6,6.95,171.4,jute
68.67,38.52,36.57,24.92,77.86,6.61,151.78,jute
82.7,55.81,43.81,24.82,77.75,6.02,149.29,jute
62.78,52.82,35.7,24.49,74.25,6.47,179.82,jute
65.11,43.81,42.74,23.09,76.06,7.22,182.29,jute
86.29,42.98,40.86,23.23,72.32,6.14,157.61,jute
86.26,43.68,40.62,24.3,74.13,7.45,156.85,jute
78.82,45.5,35.61,24.47,77.32,6.15,147.78,jute
64.61,54.11,42.24,24.7,74.21,7.33,175.67,jute
84.36,55.33,41.43,24.37,77.78,7.39,145.95,jute
61.55,58.97,37.77,25.62,73.5,6.18,148.22,jute
64.7,41.25,39.89,25.1,78.88,6.66,165.73,jute
75.65,48.49,40.18,23.03,70.02,6.15,149.06,jute
81.15,40.12,43.95,25.79,78.78,7.41,155.88,jute
75.29,39.39,43.06,25.67,77.66,6.65,175.35,jute
62.93,36.01,42.53,24.28,78.96,6.15,179.23,jute
74.4,55.68,43.17,25.75,72.68,7.42,151.07,jute
62.46,45.79,43.28,24.42,77.46,7.09,153.38,jute
88.47,36.52,43.98,23.91,74.5,6.63,151.87,jute
70.74,39.82,37.04,23.56,74.4,7.2,167.76,jute
86.8,50.91,41.89,25.0,74.05,7.03,147.79,jute
85.8,54.45,37.45,25.3,70.11,6.33,147.61,jute
83.41,53.9,43.14,23.01,74.51,7.06,151.22,jute
79.49,37.1,36.81,24.43,75.88,6.22,152.41,jute
66.13,40.97,37.27,24.19,75.88,6.66,176.04,jute
81.58,38.16,35.49,25.63,70.72,6.22,145.89,jute
78.85,49.56,44.87,25.66,73.7,6.56,156.87,jute
64.57,38.45,36.32,23.34,72.16,6.46,183.46,jute
77.35,59.69,38.72,24.37,72.92,6.27,150.73,jute
88.35,59.67,35.45,23.45,73.81,6.28,159.56,jute
63.87,46.41,37.72,24.06,70.85,6.64,184.33,jute
69.86,56.91,43.43,25.86,77.11,6.99,179.26,jute
62.27,46.57,44.89,25.31,78.66,7.17,180.0,jute
81.2,54.01,40.23,25.77,77.43,7.27,171.92,jute
69.14,35.89,44.36,24.76,72.68,6.22,178.18,jute
85.1,55.36,41.45,24.1,72.74,6.01,178.34,jute
62.62,50.77,40.04,24.58,78.34,6.05,175.94,jute
61.56,35.95,39.3,23.19,77.1,6.79,146.16,jute
61.22,50.32,43.06,24.31,74.99,7.2,169.42,jute
66.74,50.33,41.28,25.2,75.59,7.45,152.89,jute
88.53,48.46,41.72,23.3,73.43,7.15,173.28,jute
61.2,48.66,35.88,25.99,78.08,6.03,179.35,jute
87.58,43.84,42.2,24.33,75.9,6.51,157.9,jute
72.73,38.64,43.31,24.05,73.6,7.34,164.86,jute
76.33,58.91,43.87,23.51,74.26,7.46,159.89,jute
71.15,39.88,36.14,25.22,76.93,7.45,175.94,jute
67.3,36.0,44.85,24.02,72.81,7.36,168.4,jute
66.45,57.23,44.93,23.26,77.76,6.59,165.96,jute
87.44,59.33,37.62,23.64,70.72,6.84,145.54,jute
72.36,36.83,39.05,23.12,77.52,6.31,158.13,jute
86.1,53.66,37.19,23.22,76.44,6.59,175.64,jute
73.36,43.65,39.51,25.25,78.12,6.07,165.96,jute
60.99,46.71,43.85,24.08,78.39,6.95,182.37,jute
82.71,37.59,37.31,24.18,71.53,6.74,163.85,jute
88.69,45.84,42.86,25.83,77.89,6.31,164.84,jute
70.43,45.0,38.61,25.48,74.07,6.79,184.3,jute
61.8,47.2,42.74,23.45,75.5,6.36,179.7,jute
69.81,43.23,40.98,23.55,72.56,6.62,159.15,jute
75.75,49.99,40.67,24.96,72.77,6.19,175.43,jute
85.52,41.43,39.07,24.5,74.8,6.99,146.66,jute
81.64,36.55,39.68,25.48,74.06,6.22,184.4,jute
86.68,54.28,39.12,23.55,78.47,6.8,179.09,jute
70.26,43.38,44.86,24.57,71.27,6.33,164.28,jute
61.27,46.56,39.19,25.34,73.19,7.47,152.23,jute
77.73,37.24,42.34,25.98,77.37,6.83,164.39,jute
85.05,58.4,44.89,24.19,78.92,6.23,155.14,jute
62.67,41.79,42.68,25.56,77.01,6.95,165.56,jute
81.26,44.77,43.41,25.03,76.28,6.8,180.41,jute
67.56,44.53,42.78,24.48,78.0,6.52,159.77,jute
86.66,46.61,40.16,24.0,72.49,6.98,149.79,jute
86.38,54.48,36.91,25.08,75.42,6.28,155.93,jute
72.27,52.48,41.39,24.6,76.92,7.14,169.71,jute
83.61,43.36,43.81,24.84,77.4,6.82,153.74,jute
76.27,44.28,41.97,24.43,77.53,7.02,172.38,jute
66.51,59.61,43.42,25.37,72.97,6.8,150.48,jute
76.15,38.65,40.53,24.95,73.51,6.75,180.03,jute
63.26,54.79,36.71,23.11,71.67,7.15,161.21,jute
86.18,48.12,35.22,25.15,70.99,7.18,151.72,jute
70.36,54.03,44.54,24.11,77.46,6.29,177.29,jute
79.72,39.82,38.03,23.4,73.45,6.31,170.76,jute
119.78,15.3,30.41,25.87,68.28,6.76,161.21,coffee
98.87,21.72,25.56,25.04,51.05,6.83,141.12,coffee
101.34,18.36,34.33,27.47,53.8,6.52,167.15,coffee
83.83,23.86,27.51,27.58,67.05,6.87,159.23,coffee
117.23,38.31,34.69,23.63,53.21,7.02,161.02,coffee
80.74,16.55,33.88,27.34,57.15,7.34,165.46,coffee
112.24,25.69,26.13,25.17,59.15,6.83,123.97,coffee
119.66,21.1,26.99,25.63,60.74,6.66,180.61,coffee
100.67,30.24,32.24,23.13,61.41,7.33,116.48,coffee
96.21,38.16,28.53,25.29,69.63,6.3,120.55,coffee
114.38,36.71,29.72,25.57,66.72,7.11,137.54,coffee
80.68,26.99,33.59,27.48,69.12,7.32,164.3,coffee
97.78,34.37,32.4,25.69,51.75,7.39,153.73,coffee
94.53,30.74,31.74,24.05,66.74,6.43,130.87,coffee
96.26,33.26,34.65,27.05,68.81,6.21,121.05,coffee
102.31,22.26,33.28,26.36,69.41,6.38,156.29,coffee
100.05,20.98,30.9,25.22,58.93,6.54,116.44,coffee
100.88,23.38,25.01,24.54,55.57,6.59,126.21,coffee
100.31,32.31,31.3,27.02,59.04,6.78,183.88,coffee
97.11,32.54,29.35,25.09,65.2,6.26,143.78,coffee
88.97,23.98,27.3,25.9,65.96,7.18,145.98,coffee
119.55,29.85,28.99,27.18,64.6,7.12,131.67,coffee
98.73,36.55,30.04,26.42,61.76,7.26,139.19,coffee
103.02,18.08,31.9,26.66,50.86,7.01,150.25,coffee
84.96,25.5,26.94,25.08,57.69,7.11,180.81,coffee
104.28,15.57,34.31,26.43,50.68,7.23,132.02,coffee
103.17,26.67,29.2,27.45,58.75,6.11,195.46,coffee
116.82,32.11,29.68,23.46,65.81,6.11,120.83,coffee
101.5,19.0,25.08,25.12,52.74,6.24,121.54,coffee
88.2,32.89,33.09,25.26,60.13,6.05,120.89,coffee
90.3,28.6,32.4,26.03,57.84,6.18,181.37,coffee
94.55,33.4,30.13,26.69,68.15,7.38,160.48,coffee
100.46,21.64,34.36,25.29,52.55,6.65,125.8,coffee
100.1,29.03,28.38,23.36,68.87,7.16,186.3,coffee
94.67,34.02,29.85,24.01,52.49,6.52,126.69,coffee
119.93,16.23,29.41,25.26,56.01,6.86,127.75,coffee
111.36,23.31,30.91,26.58,67.78,7.25,166.71,coffee
95.54,27.58,32.69,27.39,52.08,6.58,180.97,coffee
97.27,23.31,29.11,26.01,70.0,6.74,132.72,coffee
86.51,16.06,30.59,25.72,54.1,7.04,177.99,coffee
90.36,23.6,34.9,24.87,65.22,6.68,182.43,coffee
110.76,31.69,33.55,27.7,61.6,6.36,148.88,coffee
110.33,31.27,26.78,23.26,63.66,6.38,157.47,coffee
109.87,29.07,25.83,23.93,54.39,6.39,163.06,coffee
100.16,20.08,25.68,23.86,69.69,6.7,188.72,coffee
113.95,27.79,32.07,23.96,63.77,6.41,185.73,coffee
83.35,34.33,26.0,27.41,56.08,6.98,156.44,coffee
94.65,31.14,34.48,23.21,68.38,6.91,183.62,coffee
95.35,26.8,33.69,25.07,60.69,6.03,128.48,coffee
